consecutivo;E_Org1;E_Org2;E_Org3;E_Org4;E_Org5;E_Org6;Total_Org;Func_7;Func_8;Func_9;Func_10;Total_Func;IntPE_11;IntPE_12;IntPE_13;IntPE_14;IntPE_15;IntPE_16;IntPE_17;IntPE_18;IntPE_19;Total_IntPE;Met_20;Met_21;Met_22;Met_23;Met_24;Total_Met;Eval_25;Eval_26;Eval_27;Total_Eval;IntP_28;IntP_29;IntP_30;IntP_31;IntP_32;IntP_33;Total_IntP;IntExt_34;IntExt_35;IntExt_36;Total_Ext;Sat_37;Sat_38;Sat_39;Sat_40;Sat_41;Total_Sat;P_Sex;P_Edad;P_GrAcad;P_ExpDOC;P_CondLab;P_OtroTrab;P_AsistReg;P_ImAntes;P_Nveces;P_E_Org1;P_E_Org2;P_E_Org3;P_E_Org4;P_E_Org5;P_E_Org6;P_Func_7;P_Func_8;P_Func_9;P_Func_10;P_IntPE_11;P_IntPE_12;P_IntPE_13;P_IntPE_14;P_IntPE_15;P_IntPE_16;P_IntPE_17;P_IntPE_18;P_IntPE_19;P_Met_20;P_Met_21;P_Met_22;P_Met_23;P_Met_24;P_Eval_25;P_Eval_26;P_Eval_27;P_IntP_28;P_IntP_29;P_IntP_30;P_IntP_31;P_IntP_32;P_IntP_33;P_IntExt_34;P_IntExt_35;P_IntExt_36;P_Sat_37;P_Sat_38;P_Sat_39;P_Sat_40;P_Sat_41;;;;;;;;;;;;;;;;
107;2;3;2;2;2;3;14;2;2;3;2;9;3;2;3;3;2;3;4;3;4;27;3;3;3;4;3;16;3;4;3;10;3;4;3;3;3;2;18;2;2;2;6;3;3;3;3;3;15;0;41;3;15;2;1;30;1;5;4;4;4;4;4;4;3;1;4;3;4;4;3;3;3;3;4;2;4;3;2;2;1;4;2;2;2;4;3;3;3;4;4;4;2;2;3;3;4;2;4;;;;;;;;;;;;;;;;
108;3;2;3;3;2;2;15;3;3;2;2;10;3;3;2;2;3;3;4;3;4;27;3;3;3;3;3;15;3;4;3;10;4;4;4;3;3;4;22;2;3;3;8;3;2;3;1;3;12;0;41;3;15;2;1;30;1;5;4;4;4;4;4;4;3;1;4;3;4;4;3;3;3;3;4;2;4;3;2;2;1;4;2;2;2;4;3;3;3;4;4;4;2;2;3;3;4;2;4;;;;;;;;;;;;;;;;
109;3;4;3;3;2;2;17;3;3;3;2;11;3;3;3;4;4;4;4;3;3;31;3;4;4;4;4;19;4;4;3;11;4;3;4;4;3;4;22;2;2;2;6;3;3;2;2;3;13;0;41;3;15;2;1;30;1;5;4;4;4;4;4;4;3;1;4;3;4;4;3;3;3;3;4;2;4;3;2;2;1;4;2;2;2;4;3;3;3;4;4;4;2;2;3;3;4;2;4;;;;;;;;;;;;;;;;
110;3;4;3;4;2;2;18;2;2;2;2;8;3;3;4;4;4;3;4;3;4;32;4;2;2;4;4;16;4;4;3;11;3;3;3;3;3;3;18;2;3;3;8;3;2;3;3;3;14;0;41;3;15;2;1;30;1;5;4;4;4;4;4;4;3;1;4;3;4;4;3;3;3;3;4;2;4;3;2;2;1;4;2;2;2;4;3;3;3;4;4;4;2;2;3;3;4;2;4;;;;;;;;;;;;;;;;
111;3;3;3;2;3;4;18;3;3;3;4;13;4;4;3;3;3;4;4;4;4;33;4;4;4;4;4;20;4;3;3;10;4;4;4;4;4;4;24;3;4;4;11;3;3;3;3;4;16;0;41;3;15;2;1;30;1;5;4;4;4;4;4;4;3;1;4;3;4;4;3;3;3;3;4;2;4;3;2;2;1;4;2;2;2;4;3;3;3;4;4;4;2;2;3;3;4;2;4;;;;;;;;;;;;;;;;
112;4;4;4;4;3;3;22;4;3;4;3;14;4;3;3;4;4;3;4;4;4;33;4;4;4;4;4;20;4;4;2;10;4;4;4;2;4;4;22;4;3;4;11;4;4;;4;4;16;0;41;3;15;2;1;30;1;5;4;4;4;4;4;4;3;1;4;3;4;4;3;3;3;3;4;2;4;3;2;2;1;4;2;2;2;4;3;3;3;4;4;4;2;2;3;3;4;2;4;;;;;;;;;;;;;;;;
113;3;4;4;2;1;2;16;2;3;3;3;11;3;4;3;3;2;3;4;3;4;29;3;3;4;3;3;16;2;4;3;9;3;3;3;4;4;4;21;2;3;2;7;3;3;3;4;4;17;0;41;3;15;2;1;30;1;5;4;4;4;4;4;4;3;1;4;3;4;4;3;3;3;3;4;2;4;3;2;2;1;4;2;2;2;4;3;3;3;4;4;4;2;2;3;3;4;2;4;;;;;;;;;;;;;;;;
114;4;3;3;2;2;2;16;3;2;2;3;10;2;2;3;3;2;2;2;3;4;23;3;3;3;3;2;14;3;3;2;8;3;2;2;2;3;3;15;3;2;3;8;3;3;3;3;4;16;0;40;2;15;2;1;25;1;10;4;4;4;4;3;3;2;2;3;3;4;4;3;3;3;2;4;2;4;3;4;2;2;4;2;2;2;4;4;4;4;4;4;4;3;3;3;3;3;4;4;;;;;;;;;;;;;;;;
115;4;4;3;3;3;4;21;4;4;4;3;15;3;3;3;3;3;2;4;2;4;27;2;4;4;3;3;16;4;3;2;9;3;4;4;4;4;3;22;2;4;4;10;3;4;4;4;4;19;0;40;2;15;2;1;25;1;10;4;4;4;4;3;3;2;2;3;3;4;4;3;3;3;2;4;2;4;3;4;2;2;4;2;2;2;4;4;4;4;4;4;4;3;3;3;3;3;4;4;;;;;;;;;;;;;;;;
116;3;4;3;3;2;2;17;3;2;2;2;9;3;3;3;4;3;2;3;2;4;27;3;3;3;3;3;15;3;3;4;10;3;3;3;3;3;3;18;3;2;2;7;3;3;3;3;3;15;0;40;2;15;2;1;25;1;10;4;4;4;4;3;3;2;2;3;3;4;4;3;3;3;2;4;2;4;3;4;2;2;4;2;2;2;4;4;4;4;4;4;4;3;3;3;3;3;4;4;;;;;;;;;;;;;;;;
117;3;3;3;3;2;2;16;3;3;3;3;12;3;2;3;2;2;4;4;4;4;28;4;4;4;2;3;17;3;2;2;7;3;3;3;3;4;4;20;3;3;4;10;4;4;4;3;4;19;0;40;2;15;2;1;25;1;10;4;4;4;4;3;3;2;2;3;3;4;4;3;3;3;2;4;2;4;3;4;2;2;4;2;2;2;4;4;4;4;4;4;4;3;3;3;3;3;4;4;;;;;;;;;;;;;;;;
118;2;4;2;3;2;2;15;3;3;3;3;12;2;1;2;2;3;1;3;2;2;18;2;;3;3;3;11;2;2;2;6;3;3;2;2;3;3;16;2;3;2;7;3;2;2;3;3;13;0;40;2;15;2;1;25;1;10;4;4;4;4;3;3;2;2;3;3;4;4;3;3;3;2;4;2;4;3;4;2;2;4;2;2;2;4;4;4;4;4;4;4;3;3;3;3;3;4;4;;;;;;;;;;;;;;;;
119;4;4;4;4;2;3;21;3;3;3;3;12;2;2;2;2;3;2;2;2;2;19;2;2;3;3;2;12;3;2;3;8;4;4;4;3;3;3;21;3;4;4;11;4;3;4;4;3;18;0;40;2;15;2;1;25;1;10;4;4;4;4;3;3;2;2;3;3;4;4;3;3;3;2;4;2;4;3;4;2;2;4;2;2;2;4;4;4;4;4;4;4;3;3;3;3;3;4;4;;;;;;;;;;;;;;;;
120;3;4;4;3;2;4;20;4;3;3;2;12;3;2;1;2;2;1;3;3;2;19;3;1;4;2;3;13;2;3;3;8;4;4;4;2;3;4;21;3;4;4;11;2;3;2;4;4;15;0;40;2;15;2;1;25;1;10;4;4;4;4;3;3;2;2;3;3;4;4;3;3;3;2;4;2;4;3;4;2;2;4;2;2;2;4;4;4;4;4;4;4;3;3;3;3;3;4;4;;;;;;;;;;;;;;;;
121;4;4;4;3;3;3;21;4;3;3;4;14;4;4;4;4;4;4;4;3;4;35;4;3;4;4;4;19;4;3;3;10;4;4;4;2;4;4;22;4;4;4;12;3;4;4;4;4;19;0;40;2;15;2;1;25;1;10;4;4;4;4;3;3;2;2;3;3;4;4;3;3;3;2;4;2;4;3;4;2;2;4;2;2;2;4;4;4;4;4;4;4;3;3;3;3;3;4;4;;;;;;;;;;;;;;;;
122;2;2;3;NA;1;1;9;1;2;2;1;6;1;1;2;1;1;2;1;1;1;11;1;1;4;1;1;8;2;1;1;4;4;4;2;1;1;2;14;1;1;1;3;1;1;1;4;4;11;0;40;2;15;2;1;25;1;10;4;4;4;4;3;3;2;2;3;3;4;4;3;3;3;2;4;2;4;3;4;2;2;4;2;2;2;4;4;4;4;4;4;4;3;3;3;3;3;4;4;;;;;;;;;;;;;;;;
123;3;3;1;3;1;1;12;3;2;3;3;11;3;2;2;3;2;2;3;2;2;21;2;3;3;3;3;14;2;2;2;6;3;3;3;1;4;4;18;1;1;1;3;1;1;1;3;3;9;0;40;2;15;2;1;25;1;10;4;4;4;4;3;3;2;2;3;3;4;4;3;3;3;2;4;2;4;3;4;2;2;4;2;2;2;4;4;4;4;4;4;4;3;3;3;3;3;4;4;;;;;;;;;;;;;;;;
124;4;4;4;4;4;3;23;4;4;4;4;16;3;4;2;2;2;1;1;1;1;17;1;2;2;1;1;7;1;1;1;3;4;4;4;4;4;4;24;4;4;4;12;4;4;4;4;3;19;0;40;2;15;2;1;25;1;10;4;4;4;4;3;3;2;2;3;3;4;4;3;3;3;2;4;2;4;3;4;2;2;4;2;2;2;4;4;4;4;4;4;4;3;3;3;3;3;4;4;;;;;;;;;;;;;;;;
125;3;4;4;4;4;4;23;4;4;3;3;14;4;4;4;4;3;3;3;3;3;31;4;4;4;4;4;20;4;4;4;12;4;4;4;4;4;4;24;4;4;4;12;4;4;4;3;4;19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
126;4;4;4;3;3;2;20;3;3;4;3;13;2;1;4;2;3;3;3;3;2;23;2;3;3;1;2;11;2;2;1;5;4;4;4;3;3;3;21;3;4;4;11;3;3;3;2;3;14;0;40;2;15;2;1;25;1;10;4;4;4;4;3;3;2;2;3;3;4;4;3;3;3;2;4;2;4;3;4;2;2;4;2;2;2;4;4;4;4;4;4;4;3;3;3;3;3;4;4;;;;;;;;;;;;;;;;
127;3;4;3;3;2;2;17;3;2;3;3;11;3;1;2;2;2;3;3;2;2;20;2;2;3;2;3;12;3;3;2;8;3;3;3;2;3;3;17;2;3;2;7;3;3;3;4;3;16;0;40;2;15;2;1;25;1;10;4;4;4;4;3;3;2;2;3;3;4;4;3;3;3;2;4;2;4;3;4;2;2;4;2;2;2;4;4;4;4;4;4;4;3;3;3;3;3;4;4;;;;;;;;;;;;;;;;
128;3;3;4;3;3;3;19;3;3;3;3;12;3;3;3;3;3;2;3;3;4;27;3;3;3;3;3;15;4;3;2;9;3;3;3;2;3;3;17;3;4;3;10;3;3;3;3;3;15;0;40;2;15;2;1;25;1;10;4;4;4;4;3;3;2;2;3;3;4;4;3;3;3;2;4;2;4;3;4;2;2;4;2;2;2;4;4;4;4;4;4;4;3;3;3;3;3;4;4;;;;;;;;;;;;;;;;
129;4;4;4;4;3;4;23;4;4;4;4;16;3;3;3;3;3;3;3;3;3;27;3;4;4;4;4;19;4;3;2;9;4;4;4;4;4;4;24;4;3;3;10;3;3;3;3;4;16;0;40;2;15;2;1;25;1;10;4;4;4;4;3;3;2;2;3;3;4;4;3;3;3;2;4;2;4;3;4;2;2;4;2;2;2;4;4;4;4;4;4;4;3;3;3;3;3;4;4;;;;;;;;;;;;;;;;
130;3;4;3;2;2;4;18;2;3;2;2;9;4;2;2;2;2;2;2;3;2;21;2;3;3;3;2;13;1;2;3;6;3;3;2;3;3;4;18;2;3;3;8;4;4;2;4;3;17;0;40;2;15;2;1;25;1;10;4;4;4;4;3;3;2;2;3;3;4;4;3;3;3;2;4;2;4;3;4;2;2;4;2;2;2;4;4;4;4;4;4;4;3;3;3;3;3;4;4;;;;;;;;;;;;;;;;
131;3;4;2;1;2;2;14;4;4;4;4;16;4;1;1;1;1;1;1;1;2;13;1;1;1;1;2;6;2;2;2;6;4;4;4;1;4;3;20;4;4;4;12;4;4;4;3;4;19;0;40;2;15;2;1;25;1;10;4;4;4;4;3;3;2;2;3;3;4;4;3;3;3;2;4;2;4;3;4;2;2;4;2;2;2;4;4;4;4;4;4;4;3;3;3;3;3;4;4;;;;;;;;;;;;;;;;
132;4;4;4;4;3;3;22;3;3;3;3;12;3;2;2;3;3;3;3;2;2;23;2;3;3;3;3;14;2;2;2;6;4;3;3;3;3;3;19;2;3;3;8;3;3;3;3;3;15;0;40;2;15;2;1;25;1;10;4;4;4;4;3;3;2;2;3;3;4;4;3;3;3;2;4;2;4;3;4;2;2;4;2;2;2;4;4;4;4;4;4;4;3;3;3;3;3;4;4;;;;;;;;;;;;;;;;
133;3;4;3;4;4;4;22;4;4;4;4;16;4;4;4;4;3;4;4;4;3;34;3;3;4;4;4;18;3;3;3;9;4;4;4;4;4;4;24;4;4;4;12;4;4;4;4;4;20;0;40;2;15;2;1;25;1;10;4;4;4;4;3;3;2;2;3;3;4;4;3;3;3;2;4;2;4;3;4;2;2;4;2;2;2;4;4;4;4;4;4;4;3;3;3;3;3;4;4;;;;;;;;;;;;;;;;
134;3;4;3;3;3;3;19;3;3;3;3;12;4;3;3;3;4;3;3;3;3;29;3;3;4;3;3;16;3;3;3;9;3;3;3;3;4;3;19;3;3;3;9;3;3;3;4;4;17;0;65;2;44;2;1;17;1;6;3;4;2;2;3;4;2;2;4;3;4;4;4;4;3;4;4;4;4;4;4;3;2;4;2;2;4;4;4;4;4;4;4;3;2;4;2;3;4;3;4;;;;;;;;;;;;;;;;
135;3;4;2;3;3;1;16;4;3;3;3;13;4;4;3;3;3;4;4;4;3;32;3;3;3;3;3;15;4;4;4;12;4;4;4;3;3;3;21;3;3;3;9;3;3;3;4;4;17;0;65;2;44;2;1;17;1;6;3;4;2;2;3;4;2;2;4;3;4;4;4;4;3;4;4;4;4;4;4;3;2;4;2;2;4;4;4;4;4;4;4;3;2;4;2;3;4;3;4;;;;;;;;;;;;;;;;
136;3;4;3;3;4;3;20;3;3;4;3;13;3;2;3;3;3;3;3;2;3;25;3;3;3;3;3;15;3;4;2;9;3;3;3;3;4;4;20;2;3;3;8;3;3;3;3;3;15;0;65;2;44;2;1;17;1;6;3;4;2;2;3;4;2;2;4;3;4;4;4;4;3;4;4;4;4;4;4;3;2;4;2;2;4;4;4;4;4;4;4;3;2;4;2;3;4;3;4;;;;;;;;;;;;;;;;
137;4;4;4;4;2;1;19;3;1;4;2;10;2;4;4;3;4;3;4;3;3;30;3;3;3;3;3;15;3;3;3;9;4;4;4;3;3;3;21;3;3;3;9;3;3;3;3;3;15;0;65;2;44;2;1;17;1;6;3;4;2;2;3;4;2;2;4;3;4;4;4;4;3;4;4;4;4;4;4;3;2;4;2;2;4;4;4;4;4;4;4;3;2;4;2;3;4;3;4;;;;;;;;;;;;;;;;
138;3;3;2;4;1;1;14;1;1;1;1;4;1;3;1;1;3;3;4;3;3;22;3;3;3;4;4;17;2;4;1;7;3;4;4;3;4;1;19;1;3;3;7;1;1;3;1;2;8;0;65;2;44;2;1;17;1;6;3;4;2;2;3;4;2;2;4;3;4;4;4;4;3;4;4;4;4;4;4;3;2;4;2;2;4;4;4;4;4;4;4;3;2;4;2;3;4;3;4;;;;;;;;;;;;;;;;
139;4;4;4;4;1;2;19;3;3;3;4;13;4;4;4;4;4;4;4;4;4;36;4;2;4;3;3;16;4;4;4;12;3;3;2;2;3;4;17;2;4;4;10;2;4;3;4;4;17;0;65;2;44;2;1;17;1;6;3;4;2;2;3;4;2;2;4;3;4;4;4;4;3;4;4;4;4;4;4;3;2;4;2;2;4;4;4;4;4;4;4;3;2;4;2;3;4;3;4;;;;;;;;;;;;;;;;
140;2;4;3;4;2;2;17;3;2;4;4;13;4;4;1;3;2;3;3;4;3;27;3;3;4;3;3;16;4;3;1;8;3;4;3;2;3;3;18;2;3;3;8;3;1;3;3;4;14;0;65;2;44;2;1;17;1;6;3;4;2;2;3;4;2;2;4;3;4;4;4;4;3;4;4;4;4;4;4;3;2;4;2;2;4;4;4;4;4;4;4;3;2;4;2;3;4;3;4;;;;;;;;;;;;;;;;
141;3;3;2;4;2;2;16;3;3;3;3;12;2;3;1;2;3;3;3;2;3;22;3;3;4;4;3;17;3;3;2;8;4;4;3;2;2;3;18;2;4;4;10;3;4;4;3;3;17;0;65;2;44;2;1;17;1;6;3;4;2;2;3;4;2;2;4;3;4;4;4;4;3;4;4;4;4;4;4;3;2;4;2;2;4;4;4;4;4;4;4;3;2;4;2;3;4;3;4;;;;;;;;;;;;;;;;
142;4;4;3;3;2;3;19;4;4;4;2;14;4;3;2;3;3;4;4;3;4;30;4;4;4;4;4;20;4;4;3;11;4;4;4;4;4;4;24;4;2;3;9;4;4;4;4;4;20;0;65;2;44;2;1;17;1;6;3;4;2;2;3;4;2;2;4;3;4;4;4;4;3;4;4;4;4;4;4;3;2;4;2;2;4;4;4;4;4;4;4;3;2;4;2;3;4;3;4;;;;;;;;;;;;;;;;
143;4;4;4;4;2;2;20;2;2;3;2;9;1;4;2;2;2;3;4;3;4;25;3;4;4;4;4;19;3;3;2;8;3;3;4;2;3;3;18;1;1;2;4;2;4;3;3;3;15;0;65;2;44;2;1;17;1;6;3;4;2;2;3;4;2;2;4;3;4;4;4;4;3;4;4;4;4;4;4;3;2;4;2;2;4;4;4;4;4;4;4;3;2;4;2;3;4;3;4;;;;;;;;;;;;;;;;
144;4;4;4;4;2;3;21;3;3;2;2;10;2;2;1;1;1;1;4;1;2;15;3;3;3;3;2;14;3;3;3;9;4;4;4;NA;4;3;19;1;1;1;3;3;4;3;4;4;18;0;65;2;44;2;1;17;1;6;3;4;2;2;3;4;2;2;4;3;4;4;4;4;3;4;4;4;4;4;4;3;2;4;2;2;4;4;4;4;4;4;4;3;2;4;2;3;4;3;4;;;;;;;;;;;;;;;;
145;1;1;4;3;1;1;11;1;3;2;3;9;1;1;1;1;1;1;1;1;1;9;1;1;1;1;1;5;1;1;1;3;4;2;3;3;2;2;16;2;1;1;4;1;1;1;1;1;5;0;65;2;44;2;1;17;1;6;3;4;2;2;3;4;2;2;4;3;4;4;4;4;3;4;4;4;4;4;4;3;2;4;2;2;4;4;4;4;4;4;4;3;2;4;2;3;4;3;4;;;;;;;;;;;;;;;;
146;4;4;4;3;2;2;19;3;2;3;3;11;2;4;3;3;3;3;3;4;4;29;3;2;4;3;4;16;4;4;1;9;3;3;4;2;2;2;16;1;3;2;6;3;3;4;4;4;18;0;65;2;44;2;1;17;1;6;3;4;2;2;3;4;2;2;4;3;4;4;4;4;3;4;4;4;4;4;4;3;2;4;2;2;4;4;4;4;4;4;4;3;2;4;2;3;4;3;4;;;;;;;;;;;;;;;;
147;3;3;3;3;4;3;19;4;4;3;4;15;2;3;4;3;3;3;4;4;4;30;3;3;2;3;4;15;4;4;3;11;4;4;3;3;4;4;22;2;3;3;8;3;4;4;4;3;18;0;65;2;44;2;1;17;1;6;3;4;2;2;3;4;2;2;4;3;4;4;4;4;3;4;4;4;4;4;4;3;2;4;2;2;4;4;4;4;4;4;4;3;2;4;2;3;4;3;4;;;;;;;;;;;;;;;;
148;3;3;NA;2;3;3;14;3;3;4;3;13;3;2;3;3;3;3;3;3;3;26;3;3;4;4;4;18;4;3;2;9;3;3;3;3;3;3;18;3;3;4;10;3;3;4;3;3;16;0;65;2;44;2;1;17;1;6;3;4;2;2;3;4;2;2;4;3;4;4;4;4;3;4;4;4;4;4;4;3;2;4;2;2;4;4;4;4;4;4;4;3;2;4;2;3;4;3;4;;;;;;;;;;;;;;;;
149;4;4;4;4;3;3;22;3;3;3;3;12;2;3;3;3;3;3;3;3;3;26;3;3;3;4;4;17;4;4;3;11;3;3;3;3;3;3;18;3;3;3;9;3;3;3;3;3;15;0;65;2;44;2;1;17;1;6;3;4;2;2;3;4;2;2;4;3;4;4;4;4;3;4;4;4;4;4;4;3;2;4;2;2;4;4;4;4;4;4;4;3;2;4;2;3;4;3;4;;;;;;;;;;;;;;;;
150;4;4;4;3;3;3;21;4;4;3;3;14;2;3;3;4;3;4;4;4;4;31;4;4;4;3;3;18;4;4;3;11;3;3;3;1;3;4;17;3;3;3;9;4;4;4;4;4;20;0;37;2;10;2;1;17;1;3;4;4;4;4;4;3;3;3;3;3;4;4;4;4;4;4;4;2;4;4;4;3;3;4;3;2;4;4;4;4;4;4;4;3;3;3;3;3;4;4;4;;;;;;;;;;;;;;;;
151;4;4;3;4;3;3;21;3;3;4;3;13;4;4;4;4;4;4;4;3;4;35;4;4;4;4;4;20;4;4;3;11;2;4;3;3;1;1;14;3;3;3;9;3;3;3;4;4;17;0;37;2;10;2;1;17;1;3;4;4;4;4;4;3;3;3;3;3;4;4;4;4;4;4;4;2;4;4;4;3;3;4;3;2;4;4;4;4;4;4;4;3;3;3;3;3;4;4;4;;;;;;;;;;;;;;;;
152;4;4;3;4;3;3;21;2;2;3;3;10;3;3;3;3;3;4;4;4;4;31;4;3;4;3;3;17;4;4;3;11;4;4;3;3;3;3;20;3;3;3;9;3;3;3;3;4;16;0;37;2;10;2;1;17;1;3;4;4;4;4;4;3;3;3;3;3;4;4;4;4;4;4;4;2;4;4;4;3;3;4;3;2;4;4;4;4;4;4;4;3;3;3;3;3;4;4;4;;;;;;;;;;;;;;;;
153;3;3;3;3;3;3;18;3;3;3;3;12;3;3;3;3;3;3;3;3;3;27;3;3;3;3;3;15;3;3;3;9;4;4;4;3;4;4;23;3;4;3;10;3;3;3;3;3;15;0;37;2;10;2;1;17;1;3;4;4;4;4;4;3;3;3;3;3;4;4;4;4;4;4;4;2;4;4;4;3;3;4;3;2;4;4;4;4;4;4;4;3;3;3;3;3;4;4;4;;;;;;;;;;;;;;;;
154;4;4;3;4;4;3;22;3;3;3;3;12;3;3;4;4;3;4;4;3;4;32;4;4;4;4;4;20;3;4;4;11;4;4;4;4;4;4;24;4;2;4;10;4;4;4;2;3;17;0;37;2;10;2;1;17;1;3;4;4;4;4;4;3;3;3;3;3;4;4;4;4;4;4;4;2;4;4;4;3;3;4;3;2;4;4;4;4;4;4;4;3;3;3;3;3;4;4;4;;;;;;;;;;;;;;;;
155;4;4;4;4;4;3;23;3;3;3;3;12;3;4;4;4;4;4;3;4;4;34;3;3;3;4;4;17;4;4;3;11;3;3;3;3;3;3;18;3;1;2;6;3;3;3;2;3;14;0;37;2;10;2;1;17;1;3;4;4;4;4;4;3;3;3;3;3;4;4;4;4;4;4;4;2;4;4;4;3;3;4;3;2;4;4;4;4;4;4;4;3;3;3;3;3;4;4;4;;;;;;;;;;;;;;;;
156;3;3;3;2;2;2;15;2;3;2;2;9;1;3;3;3;1;1;3;2;3;20;2;3;3;2;3;13;3;2;2;7;3;3;3;2;3;2;16;1;3;3;7;2;2;2;3;3;12;0;37;2;10;2;1;17;1;3;4;4;4;4;4;3;3;3;3;3;4;4;4;4;4;4;4;2;4;4;4;3;3;4;3;2;4;4;4;4;4;4;4;3;3;3;3;3;4;4;4;;;;;;;;;;;;;;;;
157;2;3;2;2;2;2;13;2;2;3;3;10;3;3;3;3;2;4;4;3;3;28;3;3;3;3;3;15;4;4;3;11;3;3;1;1;2;2;12;1;1;1;3;1;2;2;2;3;10;0;37;2;10;2;1;17;1;3;4;4;4;4;4;3;3;3;3;3;4;4;4;4;4;4;4;2;4;4;4;3;3;4;3;2;4;4;4;4;4;4;4;3;3;3;3;3;4;4;4;;;;;;;;;;;;;;;;
158;3;4;3;3;3;3;19;4;2;3;3;12;4;4;4;4;4;3;4;4;4;35;4;3;3;4;4;18;3;3;3;9;2;2;4;1;2;3;14;3;3;3;9;3;3;2;2;4;14;0;37;2;10;2;1;17;1;3;4;4;4;4;4;3;3;3;3;3;4;4;4;4;4;4;4;2;4;4;4;3;3;4;3;2;4;4;4;4;4;4;4;3;3;3;3;3;4;4;4;;;;;;;;;;;;;;;;
159;4;3;4;4;2;2;19;2;3;3;3;11;3;3;3;3;3;3;3;3;3;27;3;3;3;4;4;17;4;3;3;10;4;4;4;4;4;4;24;2;3;3;8;2;1;3;3;3;12;0;37;2;10;2;1;17;1;3;4;4;4;4;4;3;3;3;3;3;4;4;4;4;4;4;4;2;4;4;4;3;3;4;3;2;4;4;4;4;4;4;4;3;3;3;3;3;4;4;4;;;;;;;;;;;;;;;;
160;3;4;2;3;1;2;15;2;2;2;3;9;4;4;3;3;4;3;3;2;3;29;4;NA;4;4;3;15;4;4;2;10;2;2;3;NA;1;3;11;NA;3;4;7;2;1;2;1;3;9;0;37;2;10;2;1;17;1;3;4;4;4;4;4;3;3;3;3;3;4;4;4;4;4;4;4;2;4;4;4;3;3;4;3;2;4;4;4;4;4;4;4;3;3;3;3;3;4;4;4;;;;;;;;;;;;;;;;
161;4;4;3;4;3;3;21;4;4;3;3;14;4;3;4;4;4;4;4;4;4;35;4;4;4;4;4;20;4;4;4;12;2;2;3;2;1;3;13;4;NA;3;7;4;4;4;4;4;20;0;37;2;10;2;1;17;1;3;4;4;4;4;4;3;3;3;3;3;4;4;4;4;4;4;4;2;4;4;4;3;3;4;3;2;4;4;4;4;4;4;4;3;3;3;3;3;4;4;4;;;;;;;;;;;;;;;;
