consecutivo;E_Org1;E_Org2;E_Org3;E_Org4;E_Org5;E_Org6;Total_Org;Func_7;Func_8;Func_9;Func_10;Total_Func;IntPE_11;IntPE_12;IntPE_13;IntPE_14;IntPE_15;IntPE_16;IntPE_17;IntPE_18;IntPE_19;Total_IntPE;Met_20;Met_21;Met_22;Met_23;Met_24;Total_Met;Eval_25;Eval_26;Eval_27;Total_Eval;IntP_28;IntP_29;IntP_30;IntP_31;IntP_32;IntP_33;Total_IntP;IntExt_34;IntExt_35;IntExt_36;Total_Ext;Sat_37;Sat_38;Sat_39;Sat_40;Sat_41;Total_Sat;P_Sex;P_Edad;P_GrAcad;P_ExpDOC;P_CondLab;P_OtroTrab;P_AsistReg;P_ImAntes;P_Nveces;P_E_Org1;P_E_Org2;P_E_Org3;P_E_Org4;P_E_Org5;P_E_Org6;P_Func_7;P_Func_8;P_Func_9;P_Func_10;P_IntPE_11;P_IntPE_12;P_IntPE_13;P_IntPE_14;P_IntPE_15;P_IntPE_16;P_IntPE_17;P_IntPE_18;P_IntPE_19;P_Met_20;P_Met_21;P_Met_22;P_Met_23;P_Met_24;P_Eval_25;P_Eval_26;P_Eval_27;P_IntP_28;P_IntP_29;P_IntP_30;P_IntP_31;P_IntP_32;P_IntP_33;P_IntExt_34;P_IntExt_35;P_IntExt_36;P_Sat_37;P_Sat_38;P_Sat_39;P_Sat_40;P_Sat_41;;;;;;;;;;;;;;;;
271;3;4;2;2;2;3;16;3;3;3;3;12;3;2;2;3;2;3;3;3;3;24;3;3;3;4;3;16;3;3;3;9;3;3;3;3;3;3;18;3;3;3;9;2;3;2;3;3;13;0;54;3;34;2;1;20;1;10;3;3;4;4;3;3;2;4;4;3;2;4;4;4;4;4;4;4;4;NA;NA;26;NA;4;2;2;3;4;4;4;NA;4;4;2;4;3;3;2;4;4;4;;;;;;;;;;;;;;;;
272;4;4;3;4;2;3;20;4;3;3;4;14;3;4;3;3;4;4;4;4;4;33;4;4;4;4;4;20;4;4;4;12;4;4;4;2;4;3;21;4;4;4;12;4;4;4;2;4;18;0;54;3;34;2;1;20;1;10;3;3;4;4;3;3;2;4;4;3;2;4;4;4;4;4;4;4;4;NA;NA;27;NA;4;2;2;3;4;4;4;NA;4;4;2;4;3;3;2;4;4;4;;;;;;;;;;;;;;;;
273;4;4;3;3;4;3;21;3;3;3;3;12;3;3;3;3;3;3;3;3;3;27;3;3;3;3;3;15;3;3;3;9;3;3;3;3;3;3;18;3;3;3;9;3;3;3;3;3;15;0;54;3;34;2;1;20;1;10;3;3;4;4;3;3;2;4;4;3;2;4;4;4;4;4;4;4;4;NA;NA;28;NA;4;2;2;3;4;4;4;NA;4;4;2;4;3;3;2;4;4;4;;;;;;;;;;;;;;;;
274;3;4;2;3;4;3;19;4;3;3;3;13;4;4;4;4;4;4;4;4;4;36;4;4;4;4;4;20;4;4;4;12;4;4;4;4;4;4;24;3;2;3;8;1;3;1;4;2;11;0;54;3;34;2;1;20;1;10;3;3;4;4;3;3;2;4;4;3;2;4;4;4;4;4;4;4;4;NA;NA;29;NA;4;2;2;3;4;4;4;NA;4;4;2;4;3;3;2;4;4;4;;;;;;;;;;;;;;;;
275;3;4;3;2;2;2;16;2;2;3;2;9;2;1;3;2;4;4;4;2;4;26;3;2;3;1;4;13;4;2;1;7;3;3;3;3;3;3;18;4;1;1;6;1;2;3;2;2;10;0;54;3;34;2;1;20;1;10;3;3;4;4;3;3;2;4;4;3;2;4;4;4;4;4;4;4;4;NA;NA;30;NA;4;2;2;3;4;4;4;NA;4;4;2;4;3;3;2;4;4;4;;;;;;;;;;;;;;;;
276;4;4;3;3;3;3;20;4;4;3;3;14;4;4;4;4;4;4;4;4;4;36;4;4;4;4;4;20;4;4;4;12;4;4;4;3;4;4;23;4;4;4;12;4;4;4;4;4;20;0;54;3;34;2;1;20;1;10;3;3;4;4;3;3;2;4;4;3;2;4;4;4;4;4;4;4;4;NA;NA;31;NA;4;2;2;3;4;4;4;NA;4;4;2;4;3;3;2;4;4;4;;;;;;;;;;;;;;;;
277;4;4;3;3;2;2;18;3;3;3;3;12;4;4;3;4;4;3;4;4;4;34;4;4;4;4;4;20;4;3;3;10;4;4;4;3;3;4;22;3;3;3;9;3;3;3;4;4;17;0;54;3;34;2;1;20;1;10;3;3;4;4;3;3;2;4;4;3;2;4;4;4;4;4;4;4;4;NA;NA;32;NA;4;2;2;3;4;4;4;NA;4;4;2;4;3;3;2;4;4;4;;;;;;;;;;;;;;;;
278;4;4;4;3;3;3;21;4;3;3;3;13;3;4;3;3;4;4;4;2;4;31;3;2;2;4;4;15;3;2;2;7;4;4;4;4;3;4;23;3;3;3;9;4;4;4;4;4;20;1;30;2;6;1;0;25;1;20;4;3;4;3;3;4;2;2;4;4;4;4;4;4;4;4;4;3;4;4;4;4;3;4;4;4;3;4;4;4;4;4;4;4;3;3;3;4;4;4;4;;;;;;;;;;;;;;;;
279;3;4;3;2;3;3;18;3;2;3;4;12;3;4;3;3;4;4;4;4;4;33;4;3;4;4;4;19;4;3;4;11;4;4;3;3;2;3;19;3;4;3;10;1;2;2;2;3;10;1;30;2;6;1;0;25;1;20;4;3;4;3;3;4;2;2;4;4;4;4;4;4;4;4;4;3;4;4;4;4;3;4;4;4;3;4;4;4;4;4;4;4;3;3;3;4;4;4;4;;;;;;;;;;;;;;;;
280;3;4;2;2;2;3;16;3;2;4;3;12;1;4;4;4;4;4;4;4;4;33;4;4;4;4;4;20;4;4;3;11;4;4;4;4;4;4;24;4;3;3;10;1;2;1;2;2;8;1;30;2;6;1;0;25;1;20;4;3;4;3;3;4;2;2;4;4;4;4;4;4;4;4;4;3;4;4;4;4;3;4;4;4;3;4;4;4;4;4;4;4;3;3;3;4;4;4;4;;;;;;;;;;;;;;;;
281;3;3;3;2;3;3;17;3;3;4;2;12;3;3;3;3;4;3;4;4;4;31;4;4;4;4;3;19;4;4;4;12;3;3;3;3;3;3;18;3;3;3;9;3;3;3;3;3;15;1;30;2;6;1;0;25;1;20;4;3;4;3;3;4;2;2;4;4;4;4;4;4;4;4;4;3;4;4;4;4;3;4;4;4;3;4;4;4;4;4;4;4;3;3;3;4;4;4;4;;;;;;;;;;;;;;;;
282;3;4;4;3;3;3;20;3;3;3;3;12;3;4;4;4;4;4;4;4;4;35;4;4;4;4;4;20;4;4;3;11;4;4;4;3;4;4;23;3;3;3;9;3;2;3;3;4;15;1;30;2;6;1;0;25;1;20;4;3;4;3;3;4;2;2;4;4;4;4;4;4;4;4;4;3;4;4;4;4;3;4;4;4;3;4;4;4;4;4;4;4;3;3;3;4;4;4;4;;;;;;;;;;;;;;;;
283;4;4;2;3;3;3;19;4;3;3;3;13;3;3;3;2;3;3;4;3;4;28;3;4;4;4;4;19;4;4;3;11;4;4;4;4;3;3;22;3;3;3;9;3;3;3;3;3;15;1;30;2;6;1;0;25;1;20;4;3;4;3;3;4;2;2;4;4;4;4;4;4;4;4;4;3;4;4;4;4;3;4;4;4;3;4;4;4;4;4;4;4;3;3;3;4;4;4;4;;;;;;;;;;;;;;;;
284;4;4;4;4;4;3;23;4;4;3;4;15;4;4;4;4;4;4;4;4;4;36;4;4;4;4;4;20;4;4;4;12;4;4;4;4;4;4;24;4;4;4;12;4;4;4;4;4;20;1;30;2;6;1;0;25;1;20;4;3;4;3;3;4;2;2;4;4;4;4;4;4;4;4;4;3;4;4;4;4;3;4;4;4;3;4;4;4;4;4;4;4;3;3;3;4;4;4;4;;;;;;;;;;;;;;;;
285;3;4;3;2;3;3;18;3;3;2;3;11;2;3;3;4;4;4;4;3;4;31;3;3;4;3;4;17;3;3;3;9;4;4;3;3;4;4;22;1;3;3;7;1;1;2;3;3;10;1;30;2;6;1;0;25;1;20;4;3;4;3;3;4;2;2;4;4;4;4;4;4;4;4;4;3;4;4;4;4;3;4;4;4;3;4;4;4;4;4;4;4;3;3;3;4;4;4;4;;;;;;;;;;;;;;;;
286;3;4;3;4;2;2;18;2;2;3;2;9;4;4;4;4;4;4;4;4;4;36;4;4;4;4;4;20;4;4;4;12;4;4;4;4;4;4;24;4;4;4;12;2;2;2;3;4;13;1;30;2;6;1;0;25;1;20;4;3;4;3;3;4;2;2;4;4;4;4;4;4;4;4;4;3;4;4;4;4;3;4;4;4;3;4;4;4;4;4;4;4;3;3;3;4;4;4;4;;;;;;;;;;;;;;;;
287;3;3;3;3;3;2;17;2;3;3;2;10;3;2;2;2;2;3;4;3;3;24;3;3;3;2;3;14;1;2;2;5;3;3;3;2;2;3;16;3;3;2;8;2;2;2;2;2;10;1;30;2;6;1;0;25;1;20;4;3;4;3;3;4;2;2;4;4;4;4;4;4;4;4;4;3;4;4;4;4;3;4;4;4;3;4;4;4;4;4;4;4;3;3;3;4;4;4;4;;;;;;;;;;;;;;;;
288;2;4;3;2;2;2;15;3;3;3;2;11;4;3;1;2;2;2;3;2;2;21;2;2;2;1;3;10;3;3;1;7;2;2;3;2;3;3;15;2;2;2;6;2;2;2;3;2;11;1;30;2;6;1;0;25;1;20;4;3;4;3;3;4;2;2;4;4;4;4;4;4;4;4;4;3;4;4;4;4;3;4;4;4;3;4;4;4;4;4;4;4;3;3;3;4;4;4;4;;;;;;;;;;;;;;;;
289;4;4;3;2;3;1;17;2;2;3;2;9;4;4;4;4;4;4;4;4;4;36;4;4;4;4;4;20;4;4;4;12;3;4;4;2;2;3;18;3;3;3;9;3;3;3;3;3;15;1;30;2;6;1;0;25;1;20;4;3;4;3;3;4;2;2;4;4;4;4;4;4;4;4;4;3;4;4;4;4;3;4;4;4;3;4;4;4;4;4;4;4;3;3;3;4;4;4;4;;;;;;;;;;;;;;;;
290;3;4;3;3;2;2;17;2;2;3;3;10;3;3;3;2;2;2;3;3;3;24;3;3;3;3;3;15;3;3;3;9;3;3;3;2;3;3;17;3;3;3;9;3;2;3;3;3;14;1;30;2;6;1;0;25;1;20;4;3;4;3;3;4;2;2;4;4;4;4;4;4;4;4;4;3;4;4;4;4;3;4;4;4;3;4;4;4;4;4;4;4;3;3;3;4;4;4;4;;;;;;;;;;;;;;;;
291;4;4;4;3;3;2;20;3;3;3;4;13;4;4;4;4;3;3;4;3;4;33;4;4;4;4;4;20;4;4;4;12;4;4;4;1;4;4;21;4;2;3;9;4;2;3;3;3;15;1;30;2;6;1;0;25;1;20;4;3;4;3;3;4;2;2;4;4;4;4;4;4;4;4;4;3;4;4;4;4;3;4;4;4;3;4;4;4;4;4;4;4;3;3;3;4;4;4;4;;;;;;;;;;;;;;;;
292;4;4;3;3;1;2;17;2;2;3;2;9;4;4;3;3;3;3;4;3;4;31;4;4;4;4;4;20;4;3;3;10;4;4;4;4;4;3;23;1;2;2;5;3;3;3;3;3;15;1;30;2;6;1;0;25;1;20;4;3;4;3;3;4;2;2;4;4;4;4;4;4;4;4;4;3;4;4;4;4;3;4;4;4;3;4;4;4;4;4;4;4;3;3;3;4;4;4;4;;;;;;;;;;;;;;;;
293;3;3;2;3;2;2;15;2;3;2;2;9;3;3;3;3;3;3;4;3;4;29;3;3;4;4;3;17;3;3;2;8;4;3;4;2;3;3;19;3;2;2;7;4;4;4;4;4;20;1;30;2;6;1;0;25;1;20;4;3;4;3;3;4;2;2;4;4;4;4;4;4;4;4;4;3;4;4;4;4;3;4;4;4;3;4;4;4;4;4;4;4;3;3;3;4;4;4;4;;;;;;;;;;;;;;;;
294;3;4;3;2;2;2;16;3;2;3;2;10;3;2;3;2;2;2;3;2;2;21;2;3;3;2;2;12;2;2;2;6;1;2;1;2;2;1;9;2;2;2;6;2;2;2;2;3;11;1;30;2;6;1;0;25;1;20;4;3;4;3;3;4;2;2;4;4;4;4;4;4;4;4;4;3;4;4;4;4;3;4;4;4;3;4;4;4;4;4;4;4;3;3;3;4;4;4;4;;;;;;;;;;;;;;;;
295;2;4;4;3;3;3;19;3;2;3;2;10;4;4;4;4;4;4;4;4;4;36;4;4;4;4;4;20;4;4;4;12;4;4;4;3;4;3;22;4;4;4;12;4;4;4;4;4;20;1;30;2;6;1;0;25;1;20;4;3;4;3;3;4;2;2;4;4;4;4;4;4;4;4;4;3;4;4;4;4;3;4;4;4;3;4;4;4;4;4;4;4;3;3;3;4;4;4;4;;;;;;;;;;;;;;;;
296;4;4;3;4;2;2;19;3;2;3;3;11;4;4;3;3;3;3;4;4;4;32;4;4;3;4;4;19;3;3;3;9;3;3;4;3;4;4;21;3;4;4;11;4;4;4;4;4;20;1;30;2;6;1;0;25;1;20;4;3;4;3;3;4;2;2;4;4;4;4;4;4;4;4;4;3;4;4;4;4;3;4;4;4;3;4;4;4;4;4;4;4;3;3;3;4;4;4;4;;;;;;;;;;;;;;;;
297;4;4;3;3;3;3;20;4;3;NA;4;11;4;4;4;4;4;4;4;NA;4;32;4;4;4;3;3;18;3;2;2;7;3;3;3;3;3;3;18;3;3;NA;6;3;3;3;3;3;15;1;30;2;6;1;0;25;1;20;4;3;4;3;3;4;2;2;4;4;4;4;4;4;4;4;4;3;4;4;4;4;3;4;4;4;3;4;4;4;4;4;4;4;3;3;3;4;4;4;4;;;;;;;;;;;;;;;;
298;3;4;1;3;2;3;16;3;3;3;4;13;3;3;3;3;4;4;4;4;4;32;4;4;4;4;3;19;2;4;2;8;3;3;3;3;3;3;18;2;4;4;10;3;3;3;3;3;15;1;30;2;6;1;0;25;1;20;4;3;4;3;3;4;2;2;4;4;4;4;4;4;4;4;4;3;4;4;4;4;3;4;4;4;3;4;4;4;4;4;4;4;3;3;3;4;4;4;4;;;;;;;;;;;;;;;;
299;4;4;4;2;3;2;19;2;2;1;2;7;3;3;2;4;3;4;3;4;4;30;4;3;4;3;4;18;4;4;3;11;3;3;3;1;4;3;17;2;3;2;7;1;2;3;4;3;13;1;30;2;6;1;0;25;1;20;4;3;4;3;3;4;2;2;4;4;4;4;4;4;4;4;4;3;4;4;4;4;3;4;4;4;3;4;4;4;4;4;4;4;3;3;3;4;4;4;4;;;;;;;;;;;;;;;;
300;4;4;3;4;3;2;20;4;4;3;3;14;4;4;4;3;3;3;4;3;4;32;3;4;3;4;4;18;4;3;3;10;4;4;4;3;3;4;22;4;4;3;11;4;2;3;4;4;17;1;30;2;6;1;0;25;1;20;4;3;4;3;3;4;2;2;4;4;4;4;4;4;4;4;4;3;4;4;4;4;3;4;4;4;3;4;4;4;4;4;4;4;3;3;3;4;4;4;4;;;;;;;;;;;;;;;;
301;3;3;3;2;2;2;15;3;2;2;2;9;3;4;3;3;3;3;4;3;4;30;2;2;2;3;3;12;3;3;2;8;3;2;3;2;3;2;15;3;3;3;9;3;2;3;2;3;13;1;30;2;6;1;0;29;1;20;1;3;4;2;3;3;4;2;4;4;4;4;4;3;3;4;4;4;4;4;4;3;1;4;1;2;1;4;4;4;1;4;4;3;4;4;3;4;4;4;4;;;;;;;;;;;;;;;;
302;3;3;3;4;3;3;19;3;3;3;3;12;3;4;4;4;4;3;4;4;4;34;4;3;4;3;3;17;3;3;3;9;3;3;3;3;3;3;18;3;3;3;9;3;3;3;3;4;16;1;30;2;6;1;0;29;1;20;1;3;4;2;3;3;4;2;4;4;4;4;4;3;3;4;4;4;4;4;4;3;1;4;1;2;1;4;4;4;1;4;4;3;4;4;3;4;4;4;4;;;;;;;;;;;;;;;;
303;4;4;4;3;2;3;20;3;3;3;3;12;4;4;4;4;4;4;4;3;4;35;4;4;4;3;4;19;3;3;3;9;4;4;4;3;3;3;21;3;3;3;9;4;4;3;3;3;17;1;30;2;6;1;0;29;1;20;1;3;4;2;3;3;4;2;4;4;4;4;4;3;3;4;4;4;4;4;4;3;1;4;1;2;1;4;4;4;1;4;4;3;4;4;3;4;4;4;4;;;;;;;;;;;;;;;;
304;4;4;4;3;2;2;19;3;2;2;3;10;2;4;2;3;3;3;4;4;4;29;4;4;3;4;4;19;3;3;2;8;3;3;3;1;3;2;15;2;2;2;6;2;2;2;3;3;12;1;30;2;6;1;0;29;1;20;1;3;4;2;3;3;4;2;4;4;4;4;4;3;3;4;4;4;4;4;4;3;1;4;1;2;1;4;4;4;1;4;4;3;4;4;3;4;4;4;4;;;;;;;;;;;;;;;;
305;3;3;1;1;1;2;11;2;2;2;1;7;3;2;2;2;2;2;3;1;3;20;3;3;4;3;4;17;4;4;2;10;4;1;1;1;3;3;13;3;4;4;11;3;3;3;2;2;13;1;30;2;6;1;0;29;1;20;1;3;4;2;3;3;4;2;4;4;4;4;4;3;3;4;4;4;4;4;4;3;1;4;1;2;1;4;4;4;1;4;4;3;4;4;3;4;4;4;4;;;;;;;;;;;;;;;;
306;3;4;4;4;3;3;21;3;4;4;4;15;4;2;4;4;4;3;3;3;4;31;4;4;4;4;4;20;4;4;4;12;4;4;4;4;4;4;24;4;4;4;12;4;4;4;4;4;20;1;30;2;6;1;0;29;1;20;1;3;4;2;3;3;4;2;4;4;4;4;4;3;3;4;4;4;4;4;4;3;1;4;1;2;1;4;4;4;1;4;4;3;4;4;3;4;4;4;4;;;;;;;;;;;;;;;;
307;3;4;1;2;1;2;13;2;2;2;2;8;4;3;4;4;4;4;4;4;4;35;4;4;4;4;4;20;4;4;3;11;3;3;3;2;3;3;17;2;3;2;7;3;3;3;1;3;13;1;30;2;6;1;0;29;1;20;1;3;4;2;3;3;4;2;4;4;4;4;4;3;3;4;4;4;4;4;4;3;1;4;1;2;1;4;4;4;1;4;4;3;4;4;3;4;4;4;4;;;;;;;;;;;;;;;;
308;2;2;2;2;2;2;12;2;2;2;2;8;4;4;4;4;4;4;4;4;4;36;4;3;4;4;4;19;4;4;3;11;2;1;1;2;2;2;10;2;1;3;6;1;1;1;1;1;5;1;30;2;6;1;0;29;1;20;1;3;4;2;3;3;4;2;4;4;4;4;4;3;3;4;4;4;4;4;4;3;1;4;1;2;1;4;4;4;1;4;4;3;4;4;3;4;4;4;4;;;;;;;;;;;;;;;;
309;2;4;4;4;2;2;18;3;2;3;3;11;2;3;2;3;3;3;3;2;2;23;3;3;2;3;3;14;3;2;2;7;3;3;4;4;4;3;21;1;2;2;5;2;2;2;3;3;12;1;30;2;6;1;0;29;1;20;1;3;4;2;3;3;4;2;4;4;4;4;4;3;3;4;4;4;4;4;4;3;1;4;1;2;1;4;4;4;1;4;4;3;4;4;3;4;4;4;4;;;;;;;;;;;;;;;;
310;3;3;2;2;3;1;14;2;2;3;2;9;4;4;3;3;3;3;4;4;4;32;4;4;4;4;4;20;4;3;3;10;3;3;3;1;3;3;16;3;2;3;8;3;3;3;2;4;15;1;30;2;6;1;0;29;1;20;1;3;4;2;3;3;4;2;4;4;4;4;4;3;3;4;4;4;4;4;4;3;1;4;1;2;1;4;4;4;1;4;4;3;4;4;3;4;4;4;4;;;;;;;;;;;;;;;;
311;3;4;4;4;2;4;21;4;4;4;4;16;3;4;4;4;4;4;4;4;4;35;4;4;4;4;4;20;4;4;4;12;4;4;4;4;4;4;24;4;4;4;12;4;4;4;4;4;20;1;30;2;6;1;0;29;1;20;1;3;4;2;3;3;4;2;4;4;4;4;4;3;3;4;4;4;4;4;4;3;1;4;1;2;1;4;4;4;1;4;4;3;4;4;3;4;4;4;4;;;;;;;;;;;;;;;;
312;3;3;3;3;2;2;16;3;3;2;3;11;3;3;3;3;3;3;3;3;3;27;3;3;3;3;3;15;3;3;3;9;3;2;3;2;2;2;14;3;3;3;9;3;3;3;3;3;15;1;30;2;6;1;0;29;1;20;1;3;4;2;3;3;4;2;4;4;4;4;4;3;3;4;4;4;4;4;4;3;1;4;1;2;1;4;4;4;1;4;4;3;4;4;3;4;4;4;4;;;;;;;;;;;;;;;;
313;3;3;1;4;2;1;14;2;2;3;4;11;4;4;3;3;3;2;4;3;3;29;3;3;3;3;3;15;3;2;1;6;4;4;1;1;3;3;16;1;1;3;5;2;3;2;3;4;14;1;30;2;6;1;0;29;1;20;1;3;4;2;3;3;4;2;4;4;4;4;4;3;3;4;4;4;4;4;4;3;1;4;1;2;1;4;4;4;1;4;4;3;4;4;3;4;4;4;4;;;;;;;;;;;;;;;;
314;4;4;3;3;3;3;20;3;3;2;2;10;4;4;4;4;4;4;4;4;4;36;4;4;4;3;4;19;4;4;4;12;4;4;4;2;3;3;20;3;3;3;9;3;3;3;4;3;16;1;30;2;6;1;0;29;1;20;1;3;4;2;3;3;4;2;4;4;4;4;4;3;3;4;4;4;4;4;4;3;1;4;1;2;1;4;4;4;1;4;4;3;4;4;3;4;4;4;4;;;;;;;;;;;;;;;;
315;3;3;3;3;;2;14;2;3;3;3;11;3;3;3;3;3;3;3;3;3;27;3;3;3;3;3;15;3;3;3;9;3;2;3;3;2;2;15;3;3;3;9;3;2;3;2;4;14;1;30;2;6;1;0;29;1;20;1;3;4;2;3;3;4;2;4;4;4;4;4;3;3;4;4;4;4;4;4;3;1;4;1;2;1;4;4;4;1;4;4;3;4;4;3;4;4;4;4;;;;;;;;;16;14;34;12;4;21;11;16
316;4;4;3;3;1;2;17;3;3;2;4;12;2;3;4;4;4;3;4;4;3;31;4;3;4;4;4;19;4;3;4;11;4;4;4;3;3;3;21;2;3;3;8;4;3;3;4;4;18;1;30;2;6;1;0;29;1;20;1;3;4;2;3;3;4;2;4;4;4;4;4;3;3;4;4;4;4;4;4;3;1;4;1;2;1;4;4;4;1;4;4;3;4;4;3;4;4;4;4;;;;;;;;;16;14;34;12;4;21;11;16
317;4;4;3;2;4;2;19;1;2;3;3;9;3;3;4;4;3;3;4;4;4;32;4;4;4;4;4;20;4;4;3;11;2;2;3;3;2;3;15;3;3;3;9;3;3;3;3;3;15;1;30;2;6;1;0;29;1;20;1;3;4;2;3;3;4;2;4;4;4;4;4;3;3;4;4;4;4;4;4;3;1;4;1;2;1;4;4;4;1;4;4;3;4;4;3;4;4;4;4;;;;;;;;;16;14;34;12;4;21;11;16
318;4;4;2;3;1;1;15;3;1;2;1;7;4;4;4;4;4;3;4;4;4;35;4;4;4;4;4;20;4;3;4;11;2;3;3;3;3;3;17;2;1;1;4;2;2;2;4;4;14;1;30;2;6;1;0;29;1;20;1;3;4;2;3;3;4;2;4;4;4;4;4;3;3;4;4;4;4;4;4;3;1;4;1;2;1;4;4;4;1;4;4;3;4;4;3;4;4;4;4;;;;;;;;;16;14;34;12;4;21;11;16
319;4;4;4;3;4;3;22;4;3;3;3;13;4;4;4;4;4;4;4;3;3;34;4;3;4;4;4;19;4;3;2;9;3;3;3;3;3;3;18;3;3;3;9;3;3;3;3;4;16;1;30;2;6;1;0;29;1;20;1;3;4;2;3;3;4;2;4;4;4;4;4;3;3;4;4;4;4;4;4;3;1;4;1;2;1;4;4;4;1;4;4;3;4;4;3;4;4;4;4;;;;;;;;;16;14;34;12;4;21;11;16
320;3;4;3;NA;3;NA;13;NA;NA;NA;NA;0;4;4;3;3;3;3;3;NA;4;27;3;NA;3;3;3;12;3;NA;NA;3;3;3;3;NA;3;3;15;NA;4;NA;4;4;NA;NA;1;3;8;1;30;2;6;1;0;29;1;20;1;3;4;2;3;3;4;2;4;4;4;4;4;3;3;4;4;4;4;4;4;3;1;4;1;2;1;4;4;4;1;4;4;3;4;4;3;4;4;4;4;;;;;;;;;16;14;34;12;4;21;11;16
321;4;4;4;3;3;3;21;4;3;4;4;15;3;3;4;3;3;4;4;4;4;32;4;4;4;3;4;19;4;4;3;11;1;3;3;2;2;2;13;3;4;4;11;4;4;4;4;4;20;1;30;2;6;1;0;29;1;20;1;3;4;2;3;3;4;2;4;4;4;4;4;3;3;4;4;4;4;4;4;3;1;4;1;2;1;4;4;4;1;4;4;3;4;4;3;4;4;4;4;;;;;;;;;16;14;34;12;4;21;11;16
322;2;2;3;3;1;1;12;1;1;2;2;6;3;4;4;4;4;4;4;4;4;35;4;4;4;4;4;20;4;4;4;12;2;2;3;1;1;2;11;2;1;1;4;1;1;2;1;3;8;1;30;2;6;1;0;29;1;20;1;3;4;2;3;3;4;2;4;4;4;4;4;3;3;4;4;4;4;4;4;3;1;4;1;2;1;4;4;4;1;4;4;3;4;4;3;4;4;4;4;;;;;;;;;16;14;34;12;4;21;11;16
323;4;4;3;4;4;3;22;3;3;3;3;12;3;3;2;3;3;3;4;3;3;27;3;3;3;3;3;15;3;2;2;7;3;3;3;3;3;3;18;3;3;3;9;2;3;3;3;3;14;1;30;2;6;1;0;29;1;20;1;3;4;2;3;3;4;2;4;4;4;4;4;3;3;4;4;4;4;4;4;3;1;4;1;2;1;4;4;4;1;4;4;3;4;4;3;4;4;4;4;;;;;;;;;16;14;34;12;4;21;11;16
324;4;4;3;4;2;3;20;3;3;3;3;12;4;4;4;4;4;3;4;3;4;34;4;3;4;4;4;19;4;3;3;10;3;2;2;2;2;1;12;3;3;4;10;4;4;4;4;4;20;1;30;2;6;1;0;29;1;20;1;3;4;2;3;3;4;2;4;4;4;4;4;3;3;4;4;4;4;4;4;3;1;4;1;2;1;4;4;4;1;4;4;3;4;4;3;4;4;4;4;;;;;;;;;16;14;34;12;4;21;11;16
325;4;3;3;2;3;3;18;3;3;3;2;11;1;4;3;3;4;3;3;4;3;28;3;3;4;4;3;17;3;3;4;10;3;3;3;2;3;4;18;4;4;4;12;2;3;3;3;3;14;1;30;2;6;1;0;29;1;20;1;3;4;2;3;3;4;2;4;4;4;4;4;3;3;4;4;4;4;4;4;3;1;4;1;2;1;4;4;4;1;4;4;3;4;4;3;4;4;4;4;;;;;;;;;16;14;34;12;4;21;11;16
