consecutivo;E_Org1;E_Org2;E_Org3;E_Org4;E_Org5;E_Org6;Total_Org;Func_7;Func_8;Func_9;Func_10;Total_Func;IntPE_11;IntPE_12;IntPE_13;IntPE_14;IntPE_15;IntPE_16;IntPE_17;IntPE_18;IntPE_19;Total_IntPE;Met_20;Met_21;Met_22;Met_23;Met_24;Total_Met;Eval_25;Eval_26;Eval_27;Total_Eval;IntP_28;IntP_29;IntP_30;IntP_31;IntP_32;IntP_33;Total_IntP;IntExt_34;IntExt_35;IntExt_36;Total_Ext;Sat_37;Sat_38;Sat_39;Sat_40;Sat_41;Total_Sat;P_Sex;P_Edad;P_GrAcad;P_ExpDOC;P_CondLab;P_OtroTrab;P_AsistReg;P_ImAntes;P_Nveces;P_E_Org1;P_E_Org2;P_E_Org3;P_E_Org4;P_E_Org5;P_E_Org6;P_Func_7;P_Func_8;P_Func_9;P_Func_10;P_IntPE_11;P_IntPE_12;P_IntPE_13;P_IntPE_14;P_IntPE_15;P_IntPE_16;P_IntPE_17;P_IntPE_18;P_IntPE_19;P_Met_20;P_Met_21;P_Met_22;P_Met_23;P_Met_24;P_Eval_25;P_Eval_26;P_Eval_27;P_IntP_28;P_IntP_29;P_IntP_30;P_IntP_31;P_IntP_32;P_IntP_33;P_IntExt_34;P_IntExt_35;P_IntExt_36;P_Sat_37;P_Sat_38;P_Sat_39;P_Sat_40;P_Sat_41;;;;;;;;;;;;;;;;
326;4;4;4;4;4;4;24;3;3;3;4;13;4;4;4;4;4;4;4;4;4;36;4;3;4;4;4;19;4;4;4;12;3;3;3;3;3;3;18;3;3;3;9;3;3;3;3;3;15;0;54;3;34;2;1;20;1;10;3;3;4;4;3;3;2;4;4;3;2;4;4;4;4;4;4;4;4;NA;NA;4;NA;4;2;2;3;4;4;4;NA;4;4;2;4;3;3;2;4;4;4;;;;;;;;;20;13;34;4;7;20;9;14
327;2;3;3;2;2;2;14;4;3;3;3;13;4;4;4;4;4;4;4;4;4;36;4;4;4;4;4;20;4;4;4;12;4;4;4;2;3;3;20;3;2;3;8;3;3;3;3;2;14;0;38;3;19;2;0;18;1;10;3;3;3;4;3;3;1;3;4;2;2;4;4;3;4;4;4;3;4;4;4;2;2;4;2;2;3;4;4;3;4;4;4;1;2;3;1;1;3;1;3;;;;;;;;;19;10;32;12;7;23;6;8
328;3;4;3;3;2;3;18;2;3;2;3;10;2;2;2;2;2;4;2;3;3;22;3;3;3;3;3;15;2;3;3;8;4;3;3;2;3;3;18;3;2;3;8;3;3;4;3;3;16;1;47;2;25;1;0;25;1;15;3;2;2;3;2;3;2;3;3;2;3;3;3;2;3;2;4;3;32;3;2;2;3;2;2;2;3;3;3;3;3;3;3;3;3;3;2;2;2;3;2;;;;;;;;;15;10;55;10;7;18;9;9
329;4;1;1;1;1;2;10;2;2;3;2;9;3;2;2;2;3;3;4;3;4;26;4;4;4;4;4;20;4;4;4;12;4;4;4;3;3;3;21;3;1;2;6;2;3;2;3;3;13;1;47;2;25;1;0;25;1;15;3;2;2;3;2;3;2;3;3;2;3;3;3;2;3;2;4;3;32;3;2;2;3;2;2;2;3;3;3;3;3;3;3;3;3;3;2;2;2;3;2;;;;;;;;;15;10;55;10;7;18;9;9
330;4;3;3;4;3;2;19;3;2;4;4;13;4;4;3;3;3;3;4;3;3;30;3;3;3;4;4;17;4;3;3;10;4;4;4;4;4;4;24;3;4;4;11;4;4;4;3;4;19;1;47;2;25;1;0;25;1;15;3;2;2;3;2;3;2;3;3;2;3;3;3;2;3;2;4;3;32;3;2;2;3;2;2;2;3;3;3;3;3;3;3;3;3;3;2;2;2;3;2;;;;;;;;;15;10;55;10;7;18;9;9
331;4;4;4;4;4;2;22;3;3;3;2;11;3;4;3;3;3;3;4;4;4;31;4;4;4;4;4;20;4;4;4;12;4;2;4;2;3;3;18;3;4;4;11;2;3;2;2;4;13;1;47;2;25;1;0;25;1;15;3;2;2;3;2;3;2;3;3;2;3;3;3;2;3;2;4;3;32;3;2;2;3;2;2;2;3;3;3;3;3;3;3;3;3;3;2;2;2;3;2;;;;;;;;;;;;;;;;
332;3;4;2;3;4;2;18;3;2;4;4;13;3;3;3;3;3;4;4;3;4;30;3;4;4;4;4;19;4;4;4;12;4;4;4;4;4;4;24;3;3;3;9;3;3;3;4;4;17;1;47;2;25;1;0;25;1;15;3;2;2;3;2;3;2;3;3;2;3;3;3;2;3;2;4;3;32;3;2;2;3;2;2;2;3;3;3;3;3;3;3;3;3;3;2;2;2;3;2;;;;;;;;;;;;;;;;
333;2;4;4;3;4;2;19;4;4;2;3;13;1;3;2;2;3;3;3;3;3;23;3;3;4;4;4;18;4;4;3;11;2;4;2;3;3;2;16;2;3;4;9;4;3;3;4;4;18;1;47;2;25;1;0;25;1;15;3;2;2;3;2;3;2;3;3;2;3;3;3;2;3;2;4;3;32;3;2;2;3;2;2;2;3;3;3;3;3;3;3;3;3;3;2;2;2;3;2;;;;;;;;;;;;;;;;
334;4;4;3;3;2;4;20;3;3;4;3;13;2;3;3;3;3;3;4;3;3;27;4;3;3;4;3;17;3;2;2;7;3;3;3;2;3;3;17;2;3;3;8;3;4;4;4;4;19;1;47;2;25;1;0;25;1;15;3;2;2;3;2;3;2;3;3;2;3;3;3;2;3;2;4;3;32;3;2;2;3;2;2;2;3;3;3;3;3;3;3;3;3;3;2;2;2;3;2;;;;;;;;;;;;;;;;
335;4;4;4;4;3;3;22;3;4;4;4;15;4;3;3;2;2;4;4;4;4;30;4;4;4;4;4;20;2;2;2;6;3;4;4;3;3;4;21;3;2;3;8;3;3;3;2;4;15;0;40;2;16;2;0;10;1;20;3;3;3;1;3;3;1;4;4;2;3;3;3;3;3;3;3;2;3;3;3;2;1;3;1;1;3;4;2;2;3;3;2;3;3;3;2;3;3;3;3;;;;;;;;;;;;;;;;
336;3;4;4;4;2;2;19;3;2;3;3;11;3;3;2;3;2;3;4;2;4;26;3;3;4;4;3;17;3;3;3;9;3;3;3;3;3;3;18;3;4;4;11;3;3;3;3;3;15;0;40;2;16;2;0;10;1;20;3;3;3;1;3;3;1;4;4;2;3;3;3;3;3;3;3;2;3;3;3;2;1;3;1;1;3;4;2;2;3;3;2;3;3;3;2;3;3;3;3;;;;;;;;;;;;;;;;
337;NA;4;1;2;3;2;12;2;2;3;2;9;3;3;2;2;2;2;3;2;3;22;3;NA;3;3;3;12;3;2;2;7;3;3;3;NA;NA;3;12;3;NA;NA;3;2;2;3;2;3;12;0;40;2;16;2;0;10;1;20;3;3;3;1;3;3;1;4;4;2;3;3;3;3;3;3;3;2;3;3;3;2;1;3;1;1;3;4;2;2;3;3;2;3;3;3;2;3;3;3;3;;;;;;;;;;;;;;;;
338;3;4;4;3;3;3;20;4;2;3;3;12;2;2;2;2;2;3;3;2;4;22;3;4;4;4;4;19;3;3;3;9;3;4;4;4;4;4;23;3;4;3;10;4;4;4;4;4;20;0;40;2;16;2;0;10;1;20;3;3;3;1;3;3;1;4;4;2;3;3;3;3;3;3;3;2;3;3;3;2;1;3;1;1;3;4;2;2;3;3;2;3;3;3;2;3;3;3;3;;;;;;;;;;;;;;;;
339;4;3;2;2;2;2;15;3;2;2;3;10;3;2;3;3;3;2;3;3;2;24;3;3;3;3;3;15;3;3;2;8;3;3;3;2;2;3;16;2;2;3;7;3;3;3;3;3;15;0;34;1;7;1;0;20;1;11;3;3;4;1;3;2;3;2;4;3;2;3;3;3;4;4;3;3;3;4;4;2;3;4;2;1;3;4;4;3;3;4;4;1;3;3;3;3;4;4;4;;;;;;;;;;;;;;;;
340;4;4;4;4;3;3;22;3;3;4;4;14;4;4;4;4;4;4;4;4;4;36;4;4;4;4;4;20;4;4;3;11;4;4;4;3;3;3;21;4;3;3;10;3;3;4;4;4;18;0;34;1;7;1;0;20;1;11;3;3;4;1;3;2;3;2;4;3;2;3;3;3;4;4;3;3;3;4;4;2;3;4;2;1;3;4;4;3;3;4;4;1;3;3;3;3;4;4;4;;;;;;;;;;;;;;;;
341;3;3;3;2;3;3;17;3;3;3;3;12;1;2;2;2;2;4;3;3;3;22;2;3;3;2;3;13;3;2;1;6;2;1;2;1;1;4;11;3;2;2;7;2;3;3;2;4;14;0;34;1;7;1;0;20;1;11;3;3;4;1;3;2;3;2;4;3;2;3;3;3;4;4;3;3;3;4;4;2;3;4;2;1;3;4;4;3;3;4;4;1;3;3;3;3;4;4;4;;;;;;;;;;;;;;;;
342;4;3;4;4;4;3;22;3;3;4;3;13;3;3;4;3;3;3;3;3;3;28;3;3;3;2;3;14;3;4;3;10;4;3;3;3;3;3;19;3;3;3;9;3;3;3;4;4;17;0;34;1;7;1;0;20;1;11;3;3;4;1;3;2;3;2;4;3;2;3;3;3;4;4;3;3;3;4;4;2;3;4;2;1;3;4;4;3;3;4;4;1;3;3;3;3;4;4;4;;;;;;;;;;;;;;;;
343;3;3;2;3;2;2;15;2;2;3;3;10;3;3;3;4;4;4;4;4;4;33;4;4;4;4;4;20;4;4;4;12;4;4;4;4;4;4;24;4;3;3;10;3;3;3;4;4;17;0;41;1;20;1;1;22;1;10;4;4;3;2;3;4;4;3;4;4;4;4;4;3;3;4;4;4;4;4;4;4;4;4;4;2;2;4;4;4;4;4;4;2;4;4;4;4;4;4;4;;;;;;;;;;;;;;;;
344;3;3;2;1;1;2;12;2;3;2;2;9;2;2;2;2;2;2;3;3;3;21;3;3;3;2;3;14;3;3;2;8;3;2;2;2;4;3;16;3;1;3;7;3;2;3;3;3;14;0;41;1;20;1;1;22;1;10;4;4;3;2;3;4;4;3;4;4;4;4;4;3;3;4;4;4;4;4;4;4;4;4;4;2;2;4;4;4;4;4;4;2;4;4;4;4;4;4;4;;;;;;;;;;;;;;;;
345;4;4;3;3;2;2;18;4;2;3;4;13;3;;4;3;4;4;4;4;4;30;4;4;4;4;4;20;4;4;3;11;4;4;4;4;4;4;24;4;4;4;12;3;3;3;4;3;16;0;41;1;20;1;1;22;1;10;4;4;3;2;3;4;4;3;4;4;4;4;4;3;3;4;4;4;4;4;4;4;4;4;4;2;2;4;4;4;4;4;4;2;4;4;4;4;4;4;4;;;;;;;;;;;;;;;;
346;3;4;2;4;3;1;17;4;3;3;4;14;2;3;3;3;2;2;4;3;3;25;4;4;4;NA;3;15;3;3;4;10;4;4;4;4;4;4;24;NA;3;3;6;3;3;3;4;4;17;0;41;1;20;1;1;22;1;10;4;4;3;2;3;4;4;3;4;4;4;4;4;3;3;4;4;4;4;4;4;4;4;4;4;2;2;4;4;4;4;4;4;2;4;4;4;4;4;4;4;;;;;;;;;;;;;;;;
347;3;4;3;3;3;2;18;3;2;3;3;11;4;3;3;3;3;3;4;3;4;30;3;3;4;4;4;18;3;3;3;9;4;4;4;3;3;3;21;4;3;3;10;3;3;4;4;3;17;0;41;1;20;1;1;22;1;10;4;4;3;2;3;4;4;3;4;4;4;4;4;3;3;4;4;4;4;4;4;4;4;4;4;2;2;4;4;4;4;4;4;2;4;4;4;4;4;4;4;;;;;;;;;;;;;;;;
348;2;2;2;2;1;1;10;2;2;2;2;8;3;2;2;1;1;2;3;2;3;19;3;3;3;3;3;15;3;3;3;9;3;3;3;2;3;3;17;1;2;2;5;1;2;2;1;1;7;0;41;1;20;1;1;22;1;10;4;4;3;2;3;4;4;3;4;4;4;4;4;3;3;4;4;4;4;4;4;4;4;4;4;2;2;4;4;4;4;4;4;2;4;4;4;4;4;4;4;;;;;;;;;;;;;;;;
349;3;4;3;3;3;3;19;3;3;3;3;12;3;4;3;3;3;3;4;3;3;29;3;3;3;3;3;15;3;3;3;9;4;4;4;3;4;4;23;3;3;3;9;4;3;3;3;4;17;1;35;2;8;1;0;25;1;Muchas;3;3;4;3;4;3;3;3;4;2;3;4;4;4;3;4;4;4;4;4;4;3;2;3;3;2;3;4;3;3;2;4;3;4;3;3;2;2;2;3;3;;;;;;;;;;;;;;;;
350;3;3;2;2;1;1;12;2;2;2;2;8;4;4;4;4;4;4;4;4;4;36;4;4;4;4;4;20;4;4;4;12;4;4;4;3;4;4;23;4;4;4;12;4;2;2;4;4;16;1;35;2;8;1;0;25;1;Muchas;3;3;4;3;4;3;3;3;4;2;3;4;4;4;3;4;4;4;4;4;4;3;2;3;3;2;3;4;3;3;2;4;3;4;3;3;2;2;2;3;3;;;;;;;;;;;;;;;;
351;4;4;3;3;2;3;19;3;3;3;3;12;2;3;2;3;2;3;3;3;3;24;3;3;3;4;3;16;3;3;3;9;3;3;3;2;4;3;18;3;3;3;9;3;3;3;3;3;15;1;35;2;8;1;0;25;1;Muchas;3;3;4;3;4;3;3;3;4;2;3;4;4;4;3;4;4;4;4;4;4;3;2;3;3;2;3;4;3;3;2;4;3;4;3;3;2;2;2;3;3;;;;;;;;;;;;;;;;
352;4;4;4;4;4;3;23;3;4;4;3;14;4;4;4;4;4;4;4;4;4;36;4;4;4;4;4;20;4;4;4;12;4;4;4;4;4;4;24;4;4;4;12;4;4;4;4;4;20;1;35;2;8;1;0;25;1;Muchas;3;3;4;3;4;3;3;3;4;2;3;4;4;4;3;4;4;4;4;4;4;3;2;3;3;2;3;4;3;3;2;4;3;4;3;3;2;2;2;3;3;;;;;;;;;;;;;;;;
353;4;4;3;3;2;3;19;2;3;3;2;10;3;3;3;3;3;4;4;4;4;31;3;3;4;3;3;16;4;3;3;10;4;3;3;3;3;3;19;3;4;4;11;3;3;3;3;3;15;1;35;2;8;1;0;25;1;Muchas;3;3;4;3;4;3;3;3;4;2;3;4;4;4;3;4;4;4;4;4;4;3;2;3;3;2;3;4;3;3;2;4;3;4;3;3;2;2;2;3;3;;;;;;;;;;;;;;;;
354;4;4;4;3;2;3;20;3;3;3;4;13;3;4;4;3;4;4;4;4;4;34;4;4;4;4;4;20;4;4;4;12;4;4;3;3;4;4;22;3;3;3;9;4;4;4;4;4;20;1;35;2;8;1;0;25;1;Muchas;3;3;4;3;4;3;3;3;4;2;3;4;4;4;3;4;4;4;4;4;4;3;2;3;3;2;3;4;3;3;2;4;3;4;3;3;2;2;2;3;3;;;;;;;;;;;;;;;;
355;4;4;4;4;4;4;24;4;4;4;4;16;4;4;4;4;4;4;4;4;4;36;4;4;4;4;4;20;4;4;4;12;4;4;4;4;3;4;23;4;4;4;12;1;4;4;4;4;17;1;35;2;8;1;0;25;1;Muchas;3;3;4;3;4;3;3;3;4;2;3;4;4;4;3;4;4;4;4;4;4;3;2;3;3;2;3;4;3;3;2;4;3;4;3;3;2;2;2;3;3;;;;;;;;;;;;;;;;
356;4;4;1;3;1;2;15;2;3;4;4;13;3;1;1;3;2;2;4;1;1;18;1;4;4;4;4;17;4;2;3;9;4;4;4;4;4;4;24;4;4;2;10;1;2;1;4;3;11;0;40;2;15;2;1;25;1;10;4;4;4;4;3;3;2;2;3;3;4;4;3;3;3;2;4;2;4;3;4;2;2;4;2;2;2;4;4;4;4;4;4;4;3;3;3;3;3;4;4;;;;;;;;;;;;;;;;
357;3;3;3;2;2;3;16;3;3;2;3;11;3;2;3;3;3;2;3;3;3;25;3;3;3;2;3;14;3;2;2;7;2;2;3;2;3;3;15;3;3;3;9;2;2;2;3;4;13;0;40;2;15;2;1;25;1;10;4;4;4;4;3;3;2;2;3;3;4;4;3;3;3;2;4;2;4;3;4;2;2;4;2;2;2;4;4;4;4;4;4;4;3;3;3;3;3;4;4;;;;;;;;;;;;;;;;
358;4;4;4;4;2;NA;18;3;NA;3;NA;6;3;2;2;3;2;3;3;3;3;24;3;3;4;3;3;16;2;2;3;7;3;3;3;3;3;3;18;3;2;3;8;3;3;3;3;4;16;0;40;2;15;2;1;25;1;10;4;4;4;4;3;3;2;2;3;3;4;4;3;3;3;2;4;2;4;3;4;2;2;4;2;2;2;4;4;4;4;4;4;4;3;3;3;3;3;4;4;;;;;;;;;;;;;;;;
359;3;4;3;4;3;3;20;3;3;3;3;12;3;2;3;3;3;2;3;2;3;24;3;3;3;3;3;15;3;3;3;9;3;3;3;1;3;3;16;3;3;3;9;3;3;3;2;4;15;0;40;2;15;2;1;25;1;10;4;4;4;4;3;3;2;2;3;3;4;4;3;3;3;2;4;2;4;3;4;2;2;4;2;2;2;4;4;4;4;4;4;4;3;3;3;3;3;4;4;;;;;;;;;;;;;;;;
360;3;4;3;3;3;3;19;3;3;3;NA;9;3;3;3;3;3;3;4;3;3;28;3;3;3;3;3;15;3;3;3;9;3;3;3;2;3;2;16;2;2;2;6;3;3;3;3;3;15;0;37;2;10;2;1;17;1;3;4;4;4;4;4;3;3;3;3;3;4;4;4;4;4;4;4;2;4;4;4;3;3;4;3;2;4;4;4;4;4;4;4;3;3;3;3;3;4;4;4;;;;;;;;;;;;;;;;
361;4;3;2;4;2;2;17;3;2;3;2;10;3;3;3;3;4;4;4;4;4;32;4;3;3;3;3;16;3;2;3;8;3;3;3;2;2;3;16;4;4;4;12;3;3;3;3;4;16;0;37;2;10;2;1;17;1;3;4;4;4;4;4;3;3;3;3;3;4;4;4;4;4;4;4;2;4;4;4;3;3;4;3;2;4;4;4;4;4;4;4;3;3;3;3;3;4;4;4;;;;;;;;;;;;;;;;
362;4;4;3;3;4;4;22;3;3;3;3;12;3;2;3;3;3;3;3;3;4;27;4;3;3;3;1;14;3;3;3;9;3;3;3;3;3;3;18;3;3;3;9;3;3;3;3;3;15;0;40;1;20;1;1;19;1;10;4;3;4;3;2;3;3;3;3;3;4;4;3;3;3;4;4;3;4;3;4;2;2;4;2;2;3;4;4;4;4;4;4;1;2;2;3;3;3;4;3;;;;;;;;;;;;;;;;
363;4;4;3;4;3;4;22;4;4;3;4;15;3;3;4;3;4;4;4;3;4;32;4;4;4;3;4;19;3;4;3;10;4;4;4;3;4;4;23;4;3;4;11;4;4;4;4;4;20;0;40;1;20;1;1;19;1;10;4;3;4;3;2;3;3;3;3;3;4;4;3;3;3;4;4;3;4;3;4;2;2;4;2;2;3;4;4;4;4;4;4;1;2;2;3;3;3;4;3;;;;;;;;;;;;;;;;
364;3;4;4;3;3;2;19;3;3;4;3;13;4;3;3;3;3;3;4;4;4;31;3;3;3;3;2;14;3;3;2;8;4;3;4;3;4;3;21;3;3;3;9;3;3;3;4;4;17;0;40;1;20;1;1;19;1;10;4;3;4;3;2;3;3;3;3;3;4;4;3;3;3;4;4;3;4;3;4;2;2;4;2;2;3;4;4;4;4;4;4;1;2;2;3;3;3;4;3;;;;;;;;;;;;;;;;
365;4;4;4;4;4;4;24;4;4;4;4;16;4;4;4;4;4;4;4;4;4;36;4;4;4;4;4;20;4;4;4;12;4;4;4;4;4;4;24;4;4;4;12;4;4;4;4;4;20;0;40;2;17;2;0;15;1;5;3;3;3;2;2;2;1;2;3;2;3;3;3;3;3;3;3;3;3;3;3;2;2;3;2;1;2;3;4;4;4;3;3;3;3;3;3;3;3;3;3;;;;;;;;;;;;;;;;
366;4;4;2;3;2;1;16;2;2;2;3;9;4;2;2;3;3;4;4;3;2;27;2;3;4;4;3;16;3;4;2;9;3;4;4;4;4;3;22;4;4;4;12;2;3;4;2;4;15;0;40;2;17;2;0;15;1;5;3;3;3;2;2;2;1;2;3;2;3;3;3;3;3;3;3;3;3;3;3;2;2;3;2;1;2;3;4;4;4;3;3;3;3;3;3;3;3;3;3;;;;;;;;;;;;;;;;
367;4;3;3;3;2;2;17;4;2;2;4;12;2;2;2;2;2;2;4;2;3;21;3;3;3;4;4;17;4;4;4;12;4;4;4;4;4;4;24;4;1;1;6;4;4;4;4;4;20;0;40;2;17;2;0;15;1;5;3;3;3;2;2;2;1;2;3;2;3;3;3;3;3;3;3;3;3;3;3;2;2;3;2;1;2;3;4;4;4;3;3;3;3;3;3;3;3;3;3;;;;;;;;;;;;;;;;
368;3;4;2;3;2;2;16;2;2;3;3;10;3;2;2;2;2;3;4;3;4;25;4;4;4;4;3;19;2;4;2;8;4;4;4;4;4;4;24;2;2;2;6;3;4;3;2;3;15;0;40;2;17;2;0;15;1;5;3;3;3;2;2;2;1;2;3;2;3;3;3;3;3;3;3;3;3;3;3;2;2;3;2;1;2;3;4;4;4;3;3;3;3;3;3;3;3;3;3;;;;;;;;;;;;;;;;
369;3;4;3;3;2;3;18;3;2;3;3;11;3;3;3;3;3;2;4;3;3;27;3;NA;3;4;4;14;3;3;NA;6;3;3;3;2;3;3;17;3;3;3;9;3;3;3;3;4;16;0;40;2;19;1;1;27;1;10;4;4;4;4;3;4;3;3;4;3;4;4;4;4;4;NA;4;2;4;4;NA;2;NA;4;3;2;4;4;NA;NA;NA;2;NA;2;4;4;4;4;4;4;4;;;;;;;;;;;;;;;;
370;4;4;4;4;4;4;24;3;2;3;3;11;4;3;4;3;4;4;4;3;4;33;3;4;4;4;3;18;4;3;4;11;4;3;4;1;4;4;20;1;1;1;3;3;2;3;2;4;14;0;40;2;19;1;1;27;1;10;4;4;4;4;3;4;3;3;4;3;4;4;4;4;4;NA;4;2;4;4;NA;5;NA;4;3;2;4;4;NA;NA;NA;5;NA;2;4;4;4;4;4;4;4;;;;;;;;;;;;;;;;
371;3;3;3;3;4;3;19;4;2;4;3;13;2;3;3;3;3;4;4;4;4;30;4;3;3;3;3;16;3;4;3;10;3;2;2;4;2;2;15;3;3;3;9;2;2;3;4;3;14;1;41;2;11;2;1;15;1;10;4;4;4;3;3;2;2;3;3;3;1;4;4;3;3;4;4;3;4;4;4;4;4;4;2;2;4;4;4;4;4;4;4;1;1;1;2;2;2;3;2;;;;;;;;;;;;;;;;
372;3;3;1;4;2;2;15;2;3;3;3;11;4;3;3;3;2;3;4;2;3;27;3;3;3;3;3;15;4;3;2;9;3;3;3;3;3;3;18;3;2;2;7;3;3;3;2;3;14;1;41;2;11;2;1;15;1;10;4;4;4;3;3;2;2;3;3;3;1;4;4;3;3;4;4;3;4;4;4;4;4;4;2;2;4;4;4;4;4;4;4;1;1;1;2;2;2;3;2;;;;;;;;;;;;;;;;
373;3;4;3;3;2;3;18;3;2;3;2;10;4;3;4;3;4;3;4;4;4;33;3;3;4;4;4;18;4;4;4;12;3;3;3;3;3;3;18;3;2;2;7;3;3;3;3;3;15;0;33;3;8;2;1;20;1;2;1;3;3;1;1;1;4;4;4;2;4;4;4;3;4;4;4;2;3;2;4;2;1;4;2;1;4;4;4;4;4;4;4;1;2;2;2;3;2;2;4;;;;;;;;;;;;;;;;
374;3;4;4;3;3;3;20;2;3;4;2;11;3;3;4;4;4;4;4;3;4;33;3;4;4;3;4;18;4;3;2;9;3;3;2;2;1;3;14;3;3;3;9;2;2;3;4;4;15;0;33;3;8;2;1;20;1;2;1;3;3;1;1;1;4;4;4;2;4;4;4;3;4;4;4;2;3;2;4;2;1;4;2;1;4;4;4;4;4;4;4;1;2;2;2;3;2;2;4;;;;;;;;;;;;;;;;
375;3;4;3;3;2;1;16;2;2;3;2;9;4;4;3;3;3;2;4;3;3;29;3;3;3;2;3;14;2;3;3;8;3;3;3;1;3;3;16;1;1;1;3;1;2;2;3;4;12;0;33;3;8;2;1;20;1;2;1;3;3;1;1;1;4;4;4;2;4;4;4;3;4;4;4;2;3;2;4;2;1;4;2;1;4;4;4;4;4;4;4;1;2;2;2;3;2;2;4;;;;;;;;;;;;;;;;
376;1;1;3;1;2;1;9;1;1;1;1;4;3;3;3;3;3;3;4;3;3;28;3;4;4;4;3;18;4;4;4;12;4;4;4;4;4;3;23;1;1;1;3;1;1;1;1;1;5;0;33;3;8;2;1;20;1;2;1;3;3;1;1;1;4;4;4;2;4;4;4;3;4;4;4;2;3;2;4;2;1;4;2;1;4;4;4;4;4;4;4;1;2;2;2;3;2;2;4;;;;;;;;;;;;;;;;
377;4;3;3;3;4;4;21;4;2;3;3;12;3;3;3;3;4;3;3;3;3;28;3;4;4;4;3;18;3;4;4;11;4;4;4;3;3;3;21;3;3;2;8;3;3;3;4;3;16;0;33;3;8;2;1;20;1;2;1;3;3;1;1;1;4;4;4;2;4;4;4;3;4;4;4;2;3;2;4;2;1;4;2;1;4;4;4;4;4;4;4;1;2;2;2;3;2;2;4;;;;;;;;;;;;;;;;
378;3;3;3;3;3;3;18;3;3;3;3;12;3;4;4;4;4;4;4;4;4;35;4;4;4;4;4;20;4;4;3;11;3;4;3;2;4;3;19;3;3;3;9;3;3;3;4;4;17;0;33;3;8;2;1;20;1;2;1;3;3;1;1;1;4;4;4;2;4;4;4;3;4;4;4;2;3;2;4;2;1;4;2;1;4;4;4;4;4;4;4;1;2;2;2;3;2;2;4;;;;;;;;;;;;;;;;
379;3;3;3;3;2;2;16;2;2;2;2;8;3;3;3;3;3;3;3;4;3;28;3;3;3;3;3;15;3;3;3;9;2;2;3;2;2;3;14;3;2;2;7;3;3;3;3;4;16;1;30;2;6;1;0;29;1;20;1;3;4;2;3;3;4;2;4;4;4;4;4;3;3;4;4;4;4;4;4;3;1;4;1;2;1;4;4;4;1;4;4;3;4;4;3;4;4;4;4;;;;;;;;;;;;;;;;
380;4;3;3;3;3;2;18;3;2;3;3;11;3;3;4;3;2;3;3;3;3;27;3;2;3;3;4;15;3;3;2;8;4;3;3;2;3;3;18;3;3;2;8;3;4;3;3;3;16;1;30;2;6;1;0;29;1;20;1;3;4;2;3;3;4;2;4;4;4;4;4;3;3;4;4;4;4;4;4;3;1;4;1;2;1;4;4;4;1;4;4;3;4;4;3;4;4;4;4;;;;;;;;;;;;;;;;
381;3;3;2;3;3;3;17;3;3;3;4;13;3;4;4;4;3;3;3;2;2;28;4;4;4;3;3;18;3;3;3;9;3;3;4;4;4;3;21;4;3;4;11;3;3;4;4;4;18;1;30;2;6;1;0;29;1;20;1;3;4;2;3;3;4;2;4;4;4;4;4;3;3;4;4;4;4;4;4;3;1;4;1;2;1;4;4;4;1;4;4;3;4;4;3;4;4;4;4;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;